1583486627004,0.48,-0.061,9.926
1583486627004,0.48,0.017,9.848
1583486627044,0.48,0.017,9.769
1583486627044,0.402,0.017,9.769
1583486627084,0.402,-0.061,9.769
1583486627084,0.324,-0.139,9.848
1583486627126,0.245,-0.218,9.848
1583486627126,0.245,-0.296,9.769
1583486627163,0.324,-0.375,9.691
1583486627163,0.402,-0.453,9.534
1583486627203,0.402,-0.689,9.534
1583486627204,0.324,-0.689,9.534
1583486627245,0.324,-0.61,9.612
1583486627245,0.245,-0.532,9.612
1583486627283,0.088,-0.532,9.769
1583486627283,0.088,-0.375,9.769
1583486627323,0.088,-0.296,9.769
1583486627323,0.088,-0.218,9.848
1583486627363,0.167,-0.296,9.769
1583486627363,0.245,-0.375,9.769
1583486627407,0.324,-0.375,9.691
1583486627407,0.324,-0.375,9.691
1583486627442,0.324,-0.296,9.848
1583486627442,0.167,-0.139,9.926
1583486627482,0.167,-0.061,9.926
1583486627482,0.167,0.252,9.848
1583486627522,0.167,0.487,9.848
1583486627522,0.324,0.409,9.691
1583486627564,0.167,0.252,9.691
1583486627564,0.167,-0.139,9.769
1583486627602,0.088,-0.218,9.769
1583486627603,0.167,-0.296,9.848
1583486627642,0.245,-0.218,9.926
1583486627642,0.245,-0.061,10.083
1583486627682,0.245,-0.061,10.318
1583486627682,0.245,-0.061,10.475
1583486627722,0.245,-0.061,10.711
1583486627722,0.324,0.017,11.26
1583486627761,0.324,0.017,11.966
1583486627761,0.324,0.017,12.907
1583486627801,0.245,0.252,13.535
1583486627801,0.245,0.252,14.555
1583486627841,0.167,0.487,15.104
1583486627841,-0.46,0.566,15.418
1583486627881,-1.872,-0.218,16.124
1583486627881,-3.049,0.017,16.516
1583486627926,-2.971,0.174,15.496
1583486627926,-2.186,0.095,13.3
1583486628022,-1.402,0.174,10.711
1583486628022,-0.774,0.017,8.435
1583486628023,-0.303,-0.296,7.023
1583486628023,0.245,-0.296,5.533
1583486628041,0.794,-0.139,4.277
1583486628041,1.343,-0.061,3.179
1583486628081,1.422,0.095,2.787
1583486628081,1.5,0.017,2.551
1583486628120,1.422,-0.139,1.924
1583486628120,1.5,-0.139,1.453
1583486628160,1.422,-0.139,1.061
1583486628160,1.265,-0.218,1.217
1583486628199,1.422,-0.296,1.531
1583486628199,1.265,-0.296,1.767
1583486628239,0.951,-0.061,2.159
1583486628239,0.637,-0.061,3.257
1583486628281,0.01,-0.218,4.748
1583486628281,-0.303,-0.296,6.16
1583486628319,-0.382,-0.845,8.278
1583486628319,-0.695,-1.238,10.161
1583486628359,-0.852,-1.238,11.417
1583486628359,-1.166,-1.316,12.829
1583486628399,-1.245,-1.316,14.476
1583486628399,-1.166,-0.453,15.575
1583486628438,-0.774,0.017,16.438
1583486628439,-0.382,-0.139,18.007
1583486628481,-0.068,-0.139,19.027
1583486628481,0.167,0.017,19.498
1583486628518,0.559,0.017,19.419
1583486628518,0.716,0.095,19.027
1583486628560,0.794,0.095,18.635
1583486628560,0.637,0.017,17.929
1583486628610,0.402,-0.139,16.752
1583486628610,0.167,-0.218,15.418
1583486628639,-0.068,-0.375,14.712
1583486628639,-0.931,-0.767,13.77
1583486628678,-1.48,-0.532,11.887
1583486628678,-1.558,-0.218,10.24
1583486628717,-1.323,-0.296,8.671
1583486628717,-1.245,-0.296,7.18
1583486628757,-1.48,-0.296,6.317
1583486628757,-1.402,-0.375,6.003
1583486628800,-1.245,-0.218,5.219
1583486628800,-0.774,-0.061,3.806
1583486628837,-0.303,-0.139,2.865
1583486628837,0.088,-0.296,1.845
1583486628881,0.48,-0.296,0.825
1583486628881,0.951,-0.296,0.119
1583486628919,1.265,-0.375,-0.272
1583486628919,1.343,-0.139,-0.351
1583486628956,1.187,0.017,0.59
1583486628957,0.794,0.095,2.316
1583486629003,0.245,-0.139,4.591
1583486629003,-0.068,-0.218,6.396
1583486629036,-0.225,-0.218,7.337
1583486629036,-0.382,-0.218,8.514
1583486629076,-0.695,-0.218,9.848
1583486629076,-1.166,0.095,11.024
1583486629116,-1.637,0.095,13.064
1583486629116,-1.715,-0.375,15.81
1583486629156,-1.245,-0.375,17.144
1583486629156,-0.617,-0.139,17.379
1583486629197,-0.225,-0.139,17.772
1583486629197,-0.068,0.017,18.007
1583486629235,0.01,0.095,18.792
1583486629235,0.01,-0.061,19.419
1583486629278,0.088,-0.139,19.027
1583486629278,0.01,-0.139,18.478
1583486629315,-0.46,-0.061,18.242
1583486629315,-1.088,-0.061,17.615
1583486629359,-1.402,0.017,16.124
1583486629359,-1.951,0.095,14.712
1583486629408,-2.421,0.095,13.535
1583486629408,-2.578,0.017,12.044
1583486629435,-2.578,-0.061,10.554
1583486629435,-2.421,-0.061,9.377
1583486629478,-2.029,-0.218,7.808
1583486629478,-1.402,-0.139,5.768
1583486629514,-0.695,-0.061,4.042
1583486629514,-0.146,-0.139,2.551
1583486629560,0.245,-0.218,1.296
1583486629560,0.794,-0.296,-0.037
1583486629613,1.265,-0.218,-0.978
1583486629613,1.422,-0.296,-1.371
1583486629641,1.5,-0.375,-1.135
1583486629641,1.265,-0.218,-0.743
1583486629674,1.03,-0.139,0.354
1583486629675,0.716,-0.218,1.924
1583486629723,0.402,-0.139,3.65
1583486629723,0.088,-0.139,5.14
1583486629756,-0.146,-0.375,6.945
1583486629756,-0.382,-0.532,8.435
1583486629793,-0.852,-0.375,9.848
1583486629793,-0.695,-0.61,10.868
1583486629833,-0.617,-0.689,12.044
1583486629833,-1.009,0.017,13.77
1583486629873,-1.166,0.801,15.104
1583486629873,-0.695,0.566,16.673
1583486629913,-0.225,-0.139,18.478
1583486629913,0.48,0.095,19.498
1583486629953,1.265,0.409,19.733
1583486629953,1.971,0.252,19.655
1583486629997,2.52,0.33,19.184
1583486629997,2.599,0.487,18.556
1583486630033,2.05,0.409,18.007
1583486630033,1.265,0.33,17.458
1583486630081,0.402,0.174,17.222
1583486630082,-0.46,0.017,16.281
1583486630114,-0.852,0.017,14.712
1583486630115,-1.323,-0.061,12.75
1583486630152,-1.637,-0.061,11.26
1583486630152,-1.951,0.017,10.083
1583486630201,-1.872,-0.061,8.357
1583486630201,-1.402,-0.139,6.631
1583486630231,-0.774,-0.218,5.14
1583486630231,-0.146,-0.218,3.493
1583486630273,0.324,-0.139,2.237
1583486630273,0.637,-0.139,1.688
1583486630311,0.716,-0.218,1.453
1583486630311,1.03,-0.218,0.668
1583486630353,1.422,-0.296,-0.351
1583486630353,1.657,-0.375,-0.978
1583486630404,1.5,-0.375,-0.665
1583486630404,1.187,-0.296,-0.115
1583486630440,0.873,-0.375,1.139
1583486630440,0.559,-0.375,2.787
1583486630474,0.48,-0.375,4.12
1583486630475,0.324,-0.218,5.454
1583486630510,0.01,-0.139,6.317
1583486630510,-0.382,-0.375,7.651
1583486630550,-1.245,-0.845,10.711
1583486630550,-1.794,-0.689,13.692
1583486630603,-1.794,-0.61,14.869
1583486630603,-1.323,-0.767,16.203
1583486630636,-1.323,-0.375,18.635
1583486630636,-1.245,-0.218,21.224
1583486630670,-0.852,-0.218,21.93
1583486630670,0.088,0.095,20.988
1583486630718,0.873,0.252,19.89
1583486630718,1.187,0.252,18.792
1583486630750,1.108,0.33,17.693
1583486630750,0.716,0.252,16.909
1583486630808,0.167,0.174,16.281
1583486630808,-0.617,0.095,15.575
1583486630834,-1.245,0.017,14.476
1583486630834,-1.558,-0.061,13.064
1583486630869,-1.48,-0.296,11.417
1583486630869,-1.715,-0.218,10.554
1583486630914,-2.265,-0.218,10.475
1583486630914,-2.265,-0.453,9.691
1583486630949,-1.715,-0.296,7.965
1583486630949,-1.088,-0.218,6.317
1583486631006,-0.852,-0.296,4.983
1583486631006,-0.382,-0.296,3.885
